video_title,video_url,timestamp,channel,channel_url
Je hebt naar And can now sing!? gekeken,https://www.youtube.com/watch?v=3jP7WJcv-aI,2024-04-20,I Mostly Blame Myself,https://www.youtube.com/channel/UCVQyWbVBZSWvivXuQjKvQew
Je hebt naar Judge Lets Child Murderer Choose His Own Sentence #fyp #court #courtroom #viral #lifesentence #short gekeken,https://www.youtube.com/watch?v=Q9nerNAXATE,2024-04-20,Courtroom Consequences,https://www.youtube.com/channel/UCg4w-2uub8T2z1ABf-lEMsg
Je hebt naar #funny #memes #answer #school #fairy #fidget #funnymemes #voiceeffects #fidge gekeken,https://www.youtube.com/watch?v=BmXNDj9Y_-o,2024-04-20,Josie Worsham,https://www.youtube.com/channel/UC79BNA_o4htexltEkiEr_zg
Je hebt naar THE TINGLES | The Orville gekeken,https://www.youtube.com/watch?v=JTE77EQ12QI,2024-04-20,TALKING THE ORVILLE!,https://www.youtube.com/channel/UC2uPX_DYyshfzbs_Mzwu5jg
Je hebt naar Dad builds 2nd floor trampoline jump! gekeken,https://www.youtube.com/watch?v=R1xObdq1Q-A,2024-04-20,Justin Flom,https://www.youtube.com/channel/UCb9A6uotqUiuVCvVp4GMqOg
"Je hebt naar Our original video - Grenade surprise in WW2 D-Day bunker. Not a fake vent, just a clever design. gekeken",https://www.youtube.com/watch?v=PywNGrJSoeQ,2024-04-20,NormandyBunkers,https://www.youtube.com/channel/UCraSrbqUyfGA7C6V4XLhpBw
Je hebt naar Rise Israel gekeken,https://www.youtube.com/watch?v=TMbdDd0VlYA,2024-04-20, HOUSE OF QENAZ - Southern Kingdom,https://www.youtube.com/channel/UCbYGkCO-bmH8heia5rHh5cQ
Je hebt naar Brazilian girl takes me for a ride 🇧🇷 gekeken,https://www.youtube.com/watch?v=q1svqysNJU0,2024-04-20,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Rizzing Up A Cop While Getting Arrested 😂 gekeken,https://www.youtube.com/watch?v=Rb3yzekDbss,2024-04-20,Zachcray,https://www.youtube.com/channel/UCd3_b0tZ5TY029ZdvQS3a_g
Je hebt naar “I’m not even looking” 😂 gekeken,https://www.youtube.com/watch?v=NAavmoYeI3A,2024-04-20,KING ZEHN,https://www.youtube.com/channel/UCIpSxVnVG6Pe_nM0bnc8XIg
Je hebt naar #cooking #food #dumplings #shorts gekeken,https://www.youtube.com/watch?v=N_4xHYK3_YU,2024-04-20,Mark Chrispy,https://www.youtube.com/channel/UCl22N0AB65gzuFpDQu2O6-g
Je hebt naar Mistakes were made. #cake gekeken,https://www.youtube.com/watch?v=Czf8WnVW9PM,2024-04-20,JonnyCakes,https://www.youtube.com/channel/UCp9hJSTr4zj4bDoGAusKpWQ
Je hebt naar New favorite 😂😂😂 #omg #laughing gekeken,https://www.youtube.com/watch?v=2tY30KkdTso,2024-04-20,Lindy and Jlo,https://www.youtube.com/channel/UCkx355-De7F2d8531yXTR8A
Je hebt naar The Magic Ticket Stop 🛑 - Key & Peele Sketch #keyandpeele #keeganmichaelkey #jordanpeele part 1 gekeken,https://www.youtube.com/watch?v=JpiRrMVhF9k,2024-04-20,Dudja,https://www.youtube.com/channel/UCiTKDr_n2V6TM-hy1PxdiQA
Je hebt naar Playground Insults part 2 between Chris Hemsworth and Scarlett Johansson #funtalk #celebrety #shorts gekeken,https://www.youtube.com/watch?v=olIg4o8EpOw,2024-04-20,Most Hilarious Moments,https://www.youtube.com/channel/UC3QU8MfTX-HpXvUeqO1vR3A
Je hebt naar HAVING FUN WITH RAJA… NOT @NGSlot gekeken,https://www.youtube.com/watch?v=TOtrjq6v99c,2024-04-20,The Big Jackpot,https://www.youtube.com/channel/UCHFz3F_wTBHhOMqTTlAeNTA
Je hebt naar This is NOT Really Coffee gekeken,https://www.youtube.com/watch?v=GTJq2wBKFrA,2024-04-20,Zach King,https://www.youtube.com/channel/UCq8DICunczvLuJJq414110A
Je hebt naar Riding the Train in Bangladesh like a Local 🇧🇩 😎 gekeken,https://www.youtube.com/watch?v=t_7fkib21wk,2024-04-20,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Why Mace Windu has a Purple Lightsaber? #viral #star wars #irl #legends #actors #swbb #trending gekeken,https://www.youtube.com/watch?v=L-c7ThUc6CA,2024-04-20,Extra StarwaRs BrainbUsTeRs,https://www.youtube.com/channel/UCi71_DG93RRRRjmcRGzrQ1Q
Je hebt naar my google search history: “how to become a malfunction” gekeken,https://www.youtube.com/watch?v=Don8ZmEfE80,2024-04-20,Maddie Dorrell,https://www.youtube.com/channel/UCDc1O_XFyk9E3GYr_HHm_NQ
Je hebt naar Almost 😂😂🤭 #close #energy #fun gekeken,https://www.youtube.com/watch?v=agd7umbyPaw,2024-04-20,Lindy and Jlo,https://www.youtube.com/channel/UCkx355-De7F2d8531yXTR8A
Je hebt naar Name a Harry Potter Blooper You’re Obsessed With #harrypotter #luciusmalfoy #jasonisaacs gekeken,https://www.youtube.com/watch?v=m8X9BV7Q0YI,2024-04-20,Lissa's Journey,https://www.youtube.com/channel/UCaCQM6ThQDWrp9wQL-PXwmQ
Je hebt naar Hero tackles fleeing drunk driver who killed Texas cop in crash gekeken,https://www.youtube.com/watch?v=_rlFpHUp1sI,2024-04-20,KFDM YouTube,https://www.youtube.com/channel/UCgBnR00ompNCZY_5fw2kFQA
Je hebt naar Never give up💪 #selfimprovement #music #stoicism #motivation #davidgoggins #shorts #motivational gekeken,https://www.youtube.com/watch?v=N7x-3QMyrFo,2024-04-20,WealthCraftCollective,https://www.youtube.com/channel/UCi1ZKIckon6W6EKByvYJNgA
Je hebt naar 😂😂🚀 #keyandpeele gekeken,https://www.youtube.com/watch?v=tn5iICMHIuA,2024-04-20,RXSS & B NETWORK ,https://www.youtube.com/channel/UCL1Ls1fMuNQjE_hfSS5CR5A
Je hebt naar My parent super power….#parenting #nyc #newyork #smile #dad gekeken,https://www.youtube.com/watch?v=Jy0LR_leyFU,2024-04-20,Brendan Fallis,https://www.youtube.com/channel/UCUqs6EBm3DbUC5y2VFZAWBQ
Je hebt naar He asked for a collab 😂 via ​⁠​⁠ @zople gekeken,https://www.youtube.com/watch?v=INOpb1Rd3XU,2024-04-20,zople shorts,https://www.youtube.com/channel/UCxSvmCJYgV-FxJ_q8qjJEmw
Je hebt naar Wait where did THOSE come from!? gekeken,https://www.youtube.com/watch?v=OwZdPn9ZRjU,2024-04-20,I Mostly Blame Myself,https://www.youtube.com/channel/UCVQyWbVBZSWvivXuQjKvQew
Je hebt naar 🤣🤣 Awesome Prank  #meme #funny #laugh #prank gekeken,https://www.youtube.com/watch?v=fP5UVOdyetE,2024-04-20,Matt Sowards,https://www.youtube.com/channel/UC3yXq9Wo1pCgeEU4xZNcsDQ
Je hebt naar Foreigner tries Gutka and immediately regrets it! 🇵🇰 gekeken,https://www.youtube.com/watch?v=nN24Y5SRusc,2024-04-20,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Don’t be a backseat griller. | #shorts #keyandpeele gekeken,https://www.youtube.com/watch?v=Gucc4rQ0G0o,2024-04-20,Comedy Central,https://www.youtube.com/channel/UCUsN5ZwHx2kILm84-jPDeXw
Je hebt naar Is There A Better Speech In The Lord of the Rings?! | Tolkien Movies 101 #shorts gekeken,https://www.youtube.com/watch?v=3HDhhnPdWsM,2024-04-20,The Broken Sword,https://www.youtube.com/channel/UCv7bt2mYkNRehF5uvKHEHVQ
"Je hebt naar Aragorn, ""For Frodo"" But He's Alone gekeken",https://www.youtube.com/watch?v=TPBq1khnb-w,2024-04-20,Splexar,https://www.youtube.com/channel/UCdVSQ7SfoygA1CxBgH8ruOg
Je hebt naar Why the Beef Wellington is so hard to make gekeken,https://www.youtube.com/watch?v=RTtsj2wF7bM,2024-04-20,The News with Kamera Jr.,https://www.youtube.com/channel/UCAynUBIkB7gX10An54eEt4A
Je hebt naar That last guy was fired... gekeken,https://www.youtube.com/watch?v=_qQp2DMzKY0,2024-04-20,I Mostly Blame Myself,https://www.youtube.com/channel/UCVQyWbVBZSWvivXuQjKvQew
"Je hebt naar ""House of Cards""- Pilot - Best cold open for a series ever? gekeken",https://www.youtube.com/watch?v=D8VfoQB6Qb8,2024-04-20,Michael D. Hutchinson,https://www.youtube.com/channel/UCPuMEe7LiMqXQ-nZtlpCAkA
"Je hebt naar mom and dad started a new diet, but dad has his own idea of dieting gekeken",https://www.youtube.com/watch?v=JhQVn_fgs3Q,2024-04-19,SaucyTV,https://www.youtube.com/channel/UCmDcSLZlJEEzGqqh_JDsYXA
Je hebt naar 3 Unique Facts About Norway #uniquefacts #viral #shorts #norway gekeken,https://www.youtube.com/watch?v=5LoiiE0ZgeI,2024-04-19,Cecep Erpandi,https://www.youtube.com/channel/UCjsT9rkYCr4711APTxjJAAQ
Je hebt naar Elderly Japanese react to #slinkytricks gekeken,https://www.youtube.com/watch?v=91373t03VtQ,2024-04-19,Slinky Josh,https://www.youtube.com/channel/UCqRDHxOjmx3VNghHppLNLhw
Je hebt naar A calculated response #Jerry #Jerryspringer #Springershow #reality #tvshow #roast gekeken,https://www.youtube.com/watch?v=NGCt1Rh2yqI,2024-04-19,The Jerry Springer Show,https://www.youtube.com/channel/UCa8lOb_-AP7ZlaAE5IGzk4g
Je hebt naar Buying $5 Moroccan Baclava 🇲🇦 gekeken,https://www.youtube.com/watch?v=WPVef1BDXzQ,2024-04-19,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar concert in Moscow 10.04.2024 gekeken,https://www.youtube.com/watch?v=QhGzE_e68O0,2024-04-19,Maria Zhirnykh,https://www.youtube.com/channel/UCL2do_jXSmD1m7v7M5LNC1g
Je hebt naar Pre-Save this song! Link in comments and description! #saxprank #trafficconesaxman gekeken,https://www.youtube.com/watch?v=BmS_DxNFVsI,2024-04-19,WENZL,https://www.youtube.com/channel/UCP0zAwLY8GifhYT7_67CwaA
Je hebt naar My students are the best 🥲💀 gekeken,https://www.youtube.com/watch?v=YMrazmXXKBE,2024-04-19,Mr. McTikTok,https://www.youtube.com/channel/UCnFOcX5aN5On3Su-R_CJafA
Je hebt naar Could you fix this? #shorts gekeken,https://www.youtube.com/watch?v=ZtgyDJiRS44,2024-04-19,AreYouKiddingTV,https://www.youtube.com/channel/UCxC7i8o5gFBz7_c9RUGjyrg
Je hebt naar Whats your favorite kind of turtle?! #turtle #happysunday #turtle-club gekeken,https://www.youtube.com/watch?v=ZPTYKFa2H5w,2024-04-19,Lead With Love,https://www.youtube.com/channel/UCuH4EPCI4hl5Honcz5TGhDw
"Je hebt naar Devil Wears Prada at the Oscars | Anne Hathaway, Emily Blunt & Meryl Streep | #Shorts gekeken",https://www.youtube.com/watch?v=XZNucxcpDgk,2024-04-19,Oscars,https://www.youtube.com/channel/UCb-vZWBeWA5Q2818JmmJiqQ
Je hebt naar #gta5 #gta #gaming #funny #2024 #brake #car #gtaonline @GT gekeken,https://www.youtube.com/watch?v=NyVUweTb89c,2024-04-19,CoupedOnFn,https://www.youtube.com/channel/UCmiHtjlfTxcOm8Nhx63AkMg
Je hebt naar Officer Performs the Perfect Takedown! gekeken,https://www.youtube.com/watch?v=guNS5KfQbkA,2024-04-19,TheDC Shorts,https://www.youtube.com/channel/UCfDdlNLRVb1h3_7Xh-WhL3w
Je hebt naar #memes #cars #car gekeken,https://www.youtube.com/watch?v=6OGcJdl87T8,2024-04-19,Clarksoff,https://www.youtube.com/channel/UCUbYt38CjuY9PLspVKqBpPA
Je hebt naar The genius sniper proved his innocence…😨 gekeken,https://www.youtube.com/watch?v=R_c9MozbHxA,2024-04-19,Cinema Home,https://www.youtube.com/channel/UCvLZSZGK88zLOe8R2sO5KKA
Je hebt naar Don't trust these Cuban girls! 🇨🇺 gekeken,https://www.youtube.com/watch?v=f5vCZd_H4Lc,2024-04-19,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Why are you wearing a tuxedo?  - The Office US gekeken,https://www.youtube.com/watch?v=QT-3SYpTK_w,2024-04-19,The Office,https://www.youtube.com/channel/UCa90xqK2odw1KV5wHU9WRhg
"Je hebt naar Magic Hug Madness! 🤗✨ | @DrMichaelVan, Chiropractor gekeken",https://www.youtube.com/watch?v=rOEcEQHg-dU,2024-04-19,DrMichaelVan,https://www.youtube.com/channel/UC5c8dET53MKrY5ko9nHR8zg
Je hebt naar I guess they ran out of ideas... gekeken,https://www.youtube.com/watch?v=RJ5299OJGjg,2024-04-19,I Mostly Blame Myself,https://www.youtube.com/channel/UCVQyWbVBZSWvivXuQjKvQew
Je hebt naar He’s going crazy 🔥 gekeken,https://www.youtube.com/watch?v=gWmqGXoUDYs,2024-04-19,CXLEB,https://www.youtube.com/channel/UCCHodVjh378eTjqlZ_bkTbQ
Je hebt naar I’m going with the boys 😡 gekeken,https://www.youtube.com/watch?v=xu_iAhQ5Aq0,2024-04-19,A&B Things,https://www.youtube.com/channel/UCAXEGk-l_ioBMvHa9_uHJjg
Je hebt naar https://www.youtube.com/watch?v=9SPMPhNNiLY gekeken,https://www.youtube.com/watch?v=9SPMPhNNiLY,2024-04-19,Unknown,
Je hebt naar This is some unicorn sh*t 🦄 gekeken,https://www.youtube.com/watch?v=c1gl0Qahgdw,2024-04-19,Nitro Circus,https://www.youtube.com/channel/UC9UGYdMSKasjY0mhU1lG4lQ
Je hebt naar Steve: “That’s a good one!” #shorts gekeken,https://www.youtube.com/watch?v=wnC2RgrJrcc,2024-04-19,Family Feud,https://www.youtube.com/channel/UCt8jfvd9skBAOT6XJwc_mJg
Je hebt naar FAILED DURING THE EMERGENCY STOP #driving #test #fail #safety #blindspot #safety gekeken,https://www.youtube.com/watch?v=tlr4iOzm6ig,2024-04-19,Clearview Driving,https://www.youtube.com/channel/UCsB3ERjLGFbbATR0f9cB4Yg
Je hebt naar 1st YT Reel 🤣 #snow #winter #offroad #overland #trending #toyota #rav4 #lp_aventure #toyotires gekeken,https://www.youtube.com/watch?v=QrMl45R5YLU,2024-04-19,MXPNOY ,https://www.youtube.com/channel/UCCMWa_RzPe0ZJpo0dd6OYag
Je hebt naar Would you wear this shirt?😂😂😂 gekeken,https://www.youtube.com/watch?v=YLxiWOHUZFg,2024-04-19,Slick,https://www.youtube.com/channel/UC19IkmQEcwDkMKiCUVB1nqA
Je hebt naar Escape Room… sacrifice? 🤔 gekeken,https://www.youtube.com/watch?v=whyuuXuFo1U,2024-04-19,Breakout Games,https://www.youtube.com/channel/UCmpxOQ36hfjfaJIZDIb2GCg
Je hebt naar Embarrassing sister at school 😭 gekeken,https://www.youtube.com/watch?v=4l0mGyWK7no,2024-04-19,Vince and Becca,https://www.youtube.com/channel/UCGyvnCeKGgdH0kZiCo0b25A
Je hebt naar Don’t bump into people like that gekeken,https://www.youtube.com/watch?v=04bksIVZ9YM,2024-04-19,Alexander Agerby,https://www.youtube.com/channel/UCYbibAMr0z53CqtIcx9tNgQ
Je hebt naar Don’t Bash Mirrors In! (Do This Instead!) 🤣 #shorts gekeken,https://www.youtube.com/watch?v=DeS2Ae26QyE,2024-04-19,motokorcle,https://www.youtube.com/channel/UCrBUOWsei26V99PsHS3AIQw
"Je hebt naar Parents Implemented a Water Tax in the House, Good Thing History Taught us How to Deal With This gekeken",https://www.youtube.com/watch?v=Zt0r2LELMGY,2024-04-19,SaucyTV,https://www.youtube.com/channel/UCmDcSLZlJEEzGqqh_JDsYXA
Je hebt naar OH NO HE DIDN’T 😭😭😭 gekeken,https://www.youtube.com/watch?v=719WWihcAso,2024-04-19,Jeremy Lynch,https://www.youtube.com/channel/UC5Y1pPVNm-odhiubuRO1D6A
Je hebt naar How many movie credits does OJ Simpson have ?????? #hiphop #OJSimpson gekeken,https://www.youtube.com/watch?v=fpmsB-9wWSw,2024-04-19,The Stoop ,https://www.youtube.com/channel/UCIPdBapUxdE4i1b-nULPb_Q
Je hebt naar When you haven’t had your mom’s meatballs in over a year😭🇮🇹 #shorts gekeken,https://www.youtube.com/watch?v=7o7zgv8KDKU,2024-04-19,Carlo and Sarah,https://www.youtube.com/channel/UCKJVF9o5PeYGEo1Y0LHJmFg
Je hebt naar I love this pen 🥰 #german #cultureshock #typischdeutsch #deutschland #lifeingermany gekeken,https://www.youtube.com/watch?v=3cGXPVRRSy0,2024-04-19,Janine and Gen,https://www.youtube.com/channel/UC53vJs-sAu-D69kqN6wJtqQ
Je hebt naar Even turtles enjoy gekeken,https://www.youtube.com/watch?v=Ydr0gzxYw4g,2024-04-19,DJ Jolianos,https://www.youtube.com/channel/UC4vVP8fxIKKHps4vtsWON9g
Je hebt naar Grandparents Hate This Motorbike gekeken,https://www.youtube.com/watch?v=IAFJnzGrFe4,2024-04-19,FJerry,https://www.youtube.com/channel/UCUs1nsmTEm-76RZYT8cUftg
Je hebt naar 2 types of ‘The Smiths’ enjoyers. #gym #fitness #bodybuilding #thesmiths #shorts gekeken,https://www.youtube.com/watch?v=vEDby8dyeBc,2024-04-19,Marco Olivero,https://www.youtube.com/channel/UCXEMrl5gCXbsn8SG_1iH2EA
Je hebt naar Geoguessr Twitch Streamer Realises He Messed Up(SKIT) #shorts gekeken,https://www.youtube.com/watch?v=Fk6ltRH9icw,2024-04-19,Frostech,https://www.youtube.com/channel/UCYAnutawqW-eGlbhSn7Lm4g
Je hebt naar Same… gekeken,https://www.youtube.com/watch?v=zf7tPLYg_l0,2024-04-19,Shaddyz,https://www.youtube.com/channel/UCysco8_kquMuTuLIAioRZlg
Je hebt naar Retired bomb dog ALERTS 🚨 gekeken,https://www.youtube.com/watch?v=Se55XD-tnvI,2024-04-19,Dorka and Monte,https://www.youtube.com/channel/UCNbxlPvO01gDY95F0fRm0xQ
Je hebt naar I was GUTTED for him! 😫 #driving #test #fail #ohno gekeken,https://www.youtube.com/watch?v=V7kGtIuJWQE,2024-04-19,Clearview Driving,https://www.youtube.com/channel/UCsB3ERjLGFbbATR0f9cB4Yg
"Je hebt naar Song: “Disco Cone” Pre-save new music, link in comments ! #art #prank #music gekeken",https://www.youtube.com/watch?v=-RCFduXdSJQ,2024-04-19,WENZL,https://www.youtube.com/channel/UCP0zAwLY8GifhYT7_67CwaA
Je hebt naar Captain Price wanted a coconut water gekeken,https://www.youtube.com/watch?v=dJ3FeHUQ6U4,2024-04-19,Lightinx,https://www.youtube.com/channel/UCfJt2OYP-TtOeVpKref3qgA
Je hebt naar Tyler Durden vibe ~playlist gekeken,https://www.youtube.com/watch?v=fqLA0yggwKs,2024-04-19,gonzy,https://www.youtube.com/channel/UCrIAY_8_5-1DMROhOnOIChQ
Je hebt naar I Beat Scammers at Their Own Game #scam #shorts gekeken,https://www.youtube.com/watch?v=6womrUiGPyQ,2024-04-19,VICE,https://www.youtube.com/channel/UCn8zNIfYAQNdrFRrr8oibKw
Je hebt naar I’m my Fiancé’s Dessert…👀 #shorts gekeken,https://www.youtube.com/watch?v=wBQ06uoVRuw,2024-04-19,Meghan & Jack,https://www.youtube.com/channel/UCG0EsX9WUDVaN3EC4LjRZuQ
Je hebt naar Dogs behind the steering wheel is insane gekeken,https://www.youtube.com/watch?v=Q4Qjc9bzqSk,2024-04-19,Wandering fules ,https://www.youtube.com/channel/UCiH-0eAL5_1brD7Cf2_hDxQ
Je hebt naar Arius Presents Prism Warp - Rampage 2024 Intro gekeken,https://www.youtube.com/watch?v=NrCkhfQw5d8,2024-04-19,ARIUS,https://www.youtube.com/channel/UCNm9NTY2bavlCRXHh14neww
Je hebt naar COMING HOME WINE DRUNK #shorts gekeken,https://www.youtube.com/watch?v=9UzQm-GAIhA,2024-04-19,Tabitha Swatosh,https://www.youtube.com/channel/UCFEcm1t3j7Go2Gs24Iwjj5Q
Je hebt naar A good chuckle for the night #fatherdaughterlaughs gekeken,https://www.youtube.com/watch?v=kHawU4El5p0,2024-04-19,Deanna Giulietti,https://www.youtube.com/channel/UCYgu0fttWftjyrBULuuaxZA
Je hebt naar Caramel Apple Crumble with a wood fire oven taste!!! #cookingoutdoors #food #yummy gekeken,https://www.youtube.com/watch?v=er8insgjpjU,2024-04-19,Dream It Make It,https://www.youtube.com/channel/UCyWDHhdsuuWk6xqk8PtWadw
Je hebt naar he best decoration I’ve ever seen 💯 gekeken,https://www.youtube.com/watch?v=uGIt5gpuTtw,2024-04-19,Shaddyz,https://www.youtube.com/channel/UCysco8_kquMuTuLIAioRZlg
Je hebt naar 🦷Careful Who You Take With You To Your Dental Appointment 😱. Wisdom Tooth Confessions. OOPS! #shorts gekeken,https://www.youtube.com/watch?v=UAME3FIO4w8,2024-04-19,Mappdom International,https://www.youtube.com/channel/UC6Aze9qO_9eA6qsp1Et63-g
Je hebt naar This is EPIC 😂 gekeken,https://www.youtube.com/watch?v=c0AOEQAvZWk,2024-04-19,SportsNation,https://www.youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
Je hebt naar 350z vs mustang gekeken,https://www.youtube.com/watch?v=_pdL9u7iajY,2024-04-19,drassco,https://www.youtube.com/channel/UCKpDnsd38lNb7vS8JXhglcw
Je hebt naar His reactions 😂😂😂 #goldenretriever #mydpgreacts #funnydogvideos #funnyvideos gekeken,https://www.youtube.com/watch?v=8HmWwOKdGx8,2024-04-19,Utah Doodles,https://www.youtube.com/channel/UC97qDuDLgoh4ECp3ELysNOQ
Je hebt naar If only I landed that kickflip… 😭🤯 TWINS PICK UP GIRLS! #twinsprank #dejavu #glitchinthematrix gekeken,https://www.youtube.com/watch?v=LC5Ep018CwY,2024-04-19,TheBurnsTwins,https://www.youtube.com/channel/UC1GkyUm4JYmH1qKUIMXROgA
Je hebt naar What did I just eat in Bangladesh? 🇧🇩😳 gekeken,https://www.youtube.com/watch?v=8hALBN_EhlY,2024-04-19,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Verander je dagelijkse adem zo .. | Meer op KUKURU.nl! gekeken,https://www.youtube.com/watch?v=te0hs68-Edw,2024-04-19,KUKURU,https://www.youtube.com/channel/UCDbqx_0w5Gyp4DbGstTuFBg
Je hebt naar Comment who had the best stops #figureskating #skate #skating #iceskating #niklaus_prosper #hockey gekeken,https://www.youtube.com/watch?v=IHOOfQqfz0o,2024-04-19,Niklaus prosper,https://www.youtube.com/channel/UCRRAFTktRoNbsHp8c3Ex2ww
Je hebt naar Should I have taken that? 👀🚦 #shorts #driving #drivinglessons #drivingtest gekeken,https://www.youtube.com/watch?v=fWOXzeq35W0,2024-04-19,Jrizzy Jeremy,https://www.youtube.com/channel/UC6JIxOprjnv9cTDaEbUXXMw
Je hebt naar He’s thinking of quitting his job.😂 #shorts gekeken,https://www.youtube.com/watch?v=t7FhJlI8cNE,2024-04-19,Spinoff Room,https://www.youtube.com/channel/UCOXi3v4qlMaggxe_ZUyMc-Q
Je hebt naar What do you do for a living? #interview #funnyclip #comedy #funnyvideo #funny #streetinterview gekeken,https://www.youtube.com/watch?v=khF2Vklujt8,2024-04-19,Khan,https://www.youtube.com/channel/UCRGQKt5uS-AIuvZS7yHw5Eg
Je hebt naar The disappointment… LMAO gekeken,https://www.youtube.com/watch?v=ALYa4pJUJ9g,2024-04-19,Shaddyz,https://www.youtube.com/channel/UCysco8_kquMuTuLIAioRZlg
Je hebt naar Sending my girlfriend a picture of her phone when she leaves #prank #couple gekeken,https://www.youtube.com/watch?v=JncsrRSy46c,2024-04-19,Chlo & Matt,https://www.youtube.com/channel/UCZydaZQXul_-NMzwe6eByjg
Je hebt naar What happens when agrenade lands at your feet?#blowup #survive #maths #physics #shortvideo #shorts gekeken,https://www.youtube.com/watch?v=W3ev22O2iVg,2024-04-19,Principle888,https://www.youtube.com/channel/UCxE7mb30jdcjTqdMUg6jXgw
Je hebt naar Bottle Of Water - (When Americans Show Their British Accent) gekeken,https://www.youtube.com/watch?v=YGwiXVJBQDM,2024-04-19,Chewkz,https://www.youtube.com/channel/UC2z8HLrUbudYX_fTyLzpptw
Je hebt naar Would you sleep at this Vietnamese hotel? 🇻🇳 gekeken,https://www.youtube.com/watch?v=8AadmF-86Ew,2024-04-19,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar The best examples of teamwork I’ve ever seen 🔥 gekeken,https://www.youtube.com/watch?v=-WbT-jM1Ddw,2024-04-19,Omar Raja - ESPN,https://www.youtube.com/channel/UCx18ywTcohtS9lpNXt8noWQ
Je hebt naar 'READ A BOOK OR SOMETHING' 😭😭😭 (via @magic_manny/TT) #shorts gekeken,https://www.youtube.com/watch?v=MmMt8KatHqU,2024-04-19,SportsNation,https://www.youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
Je hebt naar Don’t do it #nearmiss #dashcam #biker #london gekeken,https://www.youtube.com/watch?v=plgiv7Z3VU0,2024-04-19,HarveyRidesBikes,https://www.youtube.com/channel/UCF8dSTNql5wkdBjNr7f-99A
Je hebt naar THE BEST EMERGENCY STOP! 😖#brake first then #clutch #stop #reaction #driving #test #howto #pass gekeken,https://www.youtube.com/watch?v=MDLpIRRLBv4,2024-04-19,Clearview Driving,https://www.youtube.com/channel/UCsB3ERjLGFbbATR0f9cB4Yg
Je hebt naar This had To been scary #mulahdavinci #explore #comedymusic #funnysongs #viral #foryou #explorepage gekeken,https://www.youtube.com/watch?v=1hF6IJECoNM,2024-04-19,MULAH DAVINCI,https://www.youtube.com/channel/UCBCpI9I_Q7MzA5VSJ2oGcag
Je hebt naar Native Girls take white man into jungle 🇧🇷 gekeken,https://www.youtube.com/watch?v=UmbeXEsooOs,2024-04-19,Kurt Caz,https://www.youtube.com/channel/UC29vLPlafHcsqZu3L-Rk_pA
Je hebt naar Highlights Luke littler vs Michael smith | Night 12 Premier League Darts #darts #pdc #shorts gekeken,https://www.youtube.com/watch?v=OhporE0aB_U,2024-04-19,Dartstopia,https://www.youtube.com/channel/UC8Ylnzq4I9mVv5qhgj5qJ3A
Je hebt naar Theme from Friends I’LL BE THERE FOR YOU (Rembrandts) 🎹 by Jeremy Boyer #stlblues gekeken,https://www.youtube.com/watch?v=aYaRbukLMa8,2024-04-19,Jeremy Boyer,https://www.youtube.com/channel/UCngjhfUQN3sOXA5asALp8kA
Je hebt naar Scaring my wife gone wrong.. #married #couple #marriedlife gekeken,https://www.youtube.com/watch?v=snLyu64vQ_I,2024-04-19,Meghan & Jack,https://www.youtube.com/channel/UCG0EsX9WUDVaN3EC4LjRZuQ
Je hebt naar Kaladin showing why he’s known as The Goodest Good Boy. gekeken,https://www.youtube.com/watch?v=woC-H_WoF7k,2024-04-19,Modern Malinois,https://www.youtube.com/channel/UCLhq2Bw3u176gLc1z-yVwiA
Je hebt naar Everyone passed vibe check😂 First Lady! #youtubeshorts #funny #subscribe #trending #tiktok #viral gekeken,https://www.youtube.com/watch?v=9JsIirHe5_o,2024-04-19,Stone889,https://www.youtube.com/channel/UC-HJuysGX3y1BtWCacIhz-A
Je hebt naar Son Thinks He Locked Mom Out gekeken,https://www.youtube.com/watch?v=euMR6wwtxgw,2024-04-19,FJerry,https://www.youtube.com/channel/UCUs1nsmTEm-76RZYT8cUftg
Je hebt naar The end #funny #funnyvideo #funnyvideos #fails #prank #fail #scarepranks gekeken,https://www.youtube.com/watch?v=Z7gv6KeFv_o,2024-04-19,Funny fuls,https://www.youtube.com/channel/UC7ilJybRQGjT9DeDhXMw8VQ
Je hebt naar Reunited and It Feels So Good: Our Big Boy Limbani gekeken,https://www.youtube.com/watch?v=N_CgJzWsjlo,2024-04-19,ZWF MIAMI,https://www.youtube.com/channel/UCwgv_JYbhOV5gDah6eK2Gfw
